city,state,latitude,longitude,
Kiseviel,MH,36.09259,8.02205,
Cidwegane,AL,-17.67381,89.11967,
Hibitow,AP,-11.98779,99.40324,
Enciece,MT,-30.13818,166.37319,
Gokiso,NM,-85.31593,4.41155,
Kocboid,VA,-76.45557,110.12578,
Umutupof,MS,32.1126,121.1276,
Seszevjic,ME,-45.59373,109.28241,
Nohluddov,MN,72.25191,119.3861,
Ewoadiji,FL,-62.45857,95.30117,
Ikdizsu,PA,47.16981,7.28872,
Wulovuw,AZ,81.80186,98.6919,
Hupjonic,ME,-49.12408,47.38228,
Opipanzot,AE,-6.83275,66.35623,
Ujiahote,HI,-76.44966,52.71482,
Amceutu,CO,33.4298,89.48781,
Kagdizug,AA,22.48806,126.95299,
Debowih,AZ,88.41363,58.91179,
Fugola,IL,-27.19594,119.44871,
Moidkip,GU,21.65466,110.36322,
Guanpew,PR,-28.16146,172.97695,
Omehajfeh,NC,-16.04222,82.80571,
Wagjeitu,IL,40.98115,4.02622,
Zeahapi,OR,-34.31544,143.48846,
Kipkepup,ID,-5.23307,145.71262,
Ukfevi,ME,-7.10348,83.82502,
Icgapiv,GU,40.50633,83.09136,
Wijmecwu,SC,36.38431,67.31863,
Vumdudco,ID,-26.4845,52.32281,
Rukeldep,PA,-77.22048,165.86899,
Lufaka,TX,-72.91835,160.73428,
Lekortuk,SC,-89.60499,173.99336,
Owelussu,CT,78.10604,164.75576,
Pampubbif,MH,-58.89907,73.13423,
Imbesaz,TN,19.18792,31.92509,
Cabowu,NY,-43.4872,33.80771,
Lobbemam,DC,-53.67745,177.72143,
Errucado,FL,-32.50704,118.2913,
Zeitziz,NE,49.53451,167.92089,
Wasfoesu,OH,60.27875,135.97353,
Gihwijbaz,NY,-69.34837,7.68823,
Dukudjaw,ME,-40.31927,107.17403,
Ewwafa,MP,44.05617,123.16954,
Ibevaaw,VA,27.89065,3.68813,
Banhudo,NH,74.04111,56.99307,
Joariol,MA,-83.42626,24.79921,
Ihkebe,WV,74.52102,145.86248,
Rawiami,MD,34.93677,142.95986,
Lezrilew,MA,77.7508,68.31223,
Zubora,AK,14.48645,168.67786,
Rugwanar,GU,29.21061,138.96734,
Garirmi,NC,-23.72886,43.69955,
Hawmavte,LA,-40.27856,84.09663,
Vivmadam,MT,-5.32049,43.7058,
Veehvih,VT,69.81026,0.98597,
Fuzavbaz,MS,-60.06284,169.01859,
Nuudja,ND,-46.85492,105.90305,
Adcejvec,NV,9.4037,156.07462,
Ifuozsop,AL,-43.78647,8.78291,
Wicuvmi,WA,39.86119,98.5556,
Fifugco,MS,-37.50445,117.36525,
Kerureno,NY,-46.68143,155.06971,
Jadfutek,OH,-63.34613,124.14994,
Wozikel,HI,33.73843,162.2321,
Witcurif,OR,-82.51458,170.72778,
Zatravbov,WA,36.14354,60.26218,
Ujraac,SD,-8.2437,106.29608,
Devkatvi,FL,-57.61505,120.65774,
Nazarot,AL,-45.29625,78.86986,
Weflanwem,FM,68.39234,146.06369,
Buvowoc,WV,9.76604,63.18938,
Gacivo,NM,66.05965,30.91933,
Lumogij,RI,-25.2116,43.63308,
Ufigaeh,NH,48.19431,33.17777,
Rodtaaf,GA,34.35342,21.33423,
Vajufaw,NY,44.82837,159.59051,
Guvadeg,MA,33.65567,165.89259,
Rapevhir,FM,-13.62501,10.91992,
Huwadnol,WA,-35.39043,118.30545,
Nebjufaw,KY,-35.36673,171.46205,
Gigujrof,MA,89.07789,169.0388,
Pikifig,WA,-50.52564,161.2309,
Vubciwwej,OH,46.43208,119.45952,
Ugcilaj,OR,89.10923,96.05526,
Fepilnoj,OH,85.39149,7.81193,
Avwego,MH,-74.57144,133.00983,
Jolowu,PA,-40.12742,48.32972,
Sulovot,NE,23.25522,131.38601,
Guriha,AK,24.63307,117.57574,
Zinohij,OK,-25.37288,70.86113,
Vekirovo,VA,-0.25914,147.80506,
Odafuvi,HI,-64.95717,51.59939,
Powgahug,NY,-64.70396,118.06198,
Tevoki,NM,57.99344,128.38649,
Silema,WA,2.71193,88.45942,
Cojhimes,UT,-41.27268,32.32991,
Razanvu,NV,-14.89664,113.58514,
Iloloz,MI,36.46481,168.8881,
Rituvi,AR,-26.34987,66.91441,
Ucogmi,MI,-12.24942,166.96914,
Vutibu,NH,-73.83602,42.82141,
Joneru,IL,34.32607,12.59335,
Mokcepda,CT,10.62269,73.96649,
Hajfebiw,NC,-42.92349,16.96021,
Teveada,FM,19.80431,99.49599,
Cardenu,NM,39.62601,144.86268,
Morbudri,GU,8.94587,168.22681,
Dawsifir,UT,28.44778,34.87354,
Kecura,ND,43.64341,69.06499,
Tevnahi,IA,87.43117,146.478,
Nevoada,NC,-58.77751,33.38551,
Fusellep,AR,-53.61683,84.21479,
Hogkiun,DC,56.6436,71.04979,
Muveghoz,SD,-28.32909,156.35739,
Pewcumni,WI,6.1131,76.25958,
Sepeloro,WA,42.64066,118.12674,
Jilegsu,OR,36.33086,127.68374,
Licimafak,SC,52.11782,156.70886,
Rizodgi,NH,-45.19022,42.86083,
Foahlev,NY,-51.68672,162.65448,
Cufabij,IN,-66.06439,143.7417,
Mumruvca,NV,84.61358,82.20112,
Zinnuje,RI,15.08447,79.05391,
Dehotuv,AP,-57.95221,134.2607,
Sabojnij,IA,31.74243,63.42016,
Fochage,NE,9.95377,38.36912,
Jekedi,MS,-64.53739,170.74364,
Pevsegu,VT,-82.17532,64.03858,
Matnesab,OR,-83.56342,70.80998,
Alaned,CT,74.23189,45.95498,
Vokemcob,ND,20.18892,97.05627,
Dostureha,NV,23.44827,71.08738,
Hiwmobbe,NE,76.04909,59.50969,
Masaaj,NM,18.71042,60.87049,
Fuwanri,ND,31.57836,57.08876,
Dacutsu,SD,79.73069,166.82884,
Wijaronub,CA,67.78366,57.84126,
Cealsi,MS,-3.92337,53.84321,
Ozavazi,NV,89.55034,52.68361,
Nahsied,LA,-60.64732,95.86167,
Rudwubrog,AP,-17.97468,112.9727,
Pelawhan,NY,89.70243,73.60081,
Gukalec,MN,-83.8178,61.1826,
Bemiluc,PR,-66.21487,3.9127,
Gapolus,MT,12.77478,163.73429,
Zibeciv,MA,-46.40998,34.88617,
Jehfume,NJ,27.52288,131.38648,
Bojmaen,MP,56.22796,44.58733,
Hodenu,AK,-24.47333,48.94544,
Dujvoujo,AL,-32.0747,25.63586,
Pusfavo,MN,-33.64761,47.25956,
Filpojow,RI,30.09508,163.83465,
Ekuosele,NY,-20.01786,2.18202,
Wighuli,NV,-52.93513,15.81121,
Papijco,MI,-21.59749,161.13735,
Hestocaz,HI,50.24032,50.6811,
Veranamo,AP,-82.94687,87.50947,
Fiadahuz,VA,-12.01635,73.01029,
Rolena,AS,-9.874,131.92809,
Cepime,SC,66.85177,62.28607,
Rofcomij,PA,-23.68961,22.06868,
Tijacane,NY,23.39586,69.49358,
Kinacvul,VI,-70.40872,160.18212,
Laltawbo,CT,66.62236,21.00443,
Wekladdeb,KY,-82.97162,152.10692,
Mipebwum,NC,-45.3962,107.39488,
Zapihe,WA,19.82197,132.2726,
Hiwozepe,IN,65.59253,20.57723,
Erlofa,ND,-7.65782,157.49825,
Nokihike,KS,-3.78863,43.94224,
Pudwevi,AK,-11.52011,16.61173,
Bancusij,MA,66.13058,67.64257,
Pewotle,GA,30.00804,131.91349,
Pigulon,UT,46.76903,28.50191,
Pudkiwow,IL,75.22899,172.19889,
Ukagozor,AK,-42.47594,38.12795,
Pecoef,NC,60.13334,115.31149,
Olisumlu,MT,46.75626,33.50735,
Akgewujo,MN,86.14184,112.68355,
Rienejag,MI,84.16274,9.01881,
Odagotap,PR,-89.15393,157.79795,
Eldivhu,VA,5.07659,124.44788,
Lejemwoz,AP,32.48556,39.29824,
Wotduewo,NE,-21.08835,34.18374,
Dubrigdew,KS,3.0842,34.22164,
Onocedun,FL,-24.73117,14.13187,
Nidbiacu,AK,1.6779,79.00225,
Seovleh,AS,31.55039,86.93451,
Vesipki,MT,0.39268,98.72885,
Uhegaba,CO,34.70824,167.66704,
Ziluor,SC,-45.64449,124.81554,
Fadsehuh,RI,32.1582,84.7529,
Locuti,LA,-14.44721,18.47315,
Ubafaznin,WI,5.39004,91.24474,
Fogoga,KS,-12.70517,164.38085,
Jemnuvic,WV,-87.35092,37.1443,
Kamemkes,GA,-49.51904,16.95248,
Uvitiwfa,AZ,11.18751,105.57303,
Norkoka,AP,24.99693,58.51729,
Wusheem,PA,-57.08816,37.19447,
Makefbi,DE,51.31686,154.54098,
Huttave,OR,-34.06142,137.39076,
Zojacjip,PR,-18.35873,84.94344,
Pokofew,UT,-39.73615,102.48099,
Amihoeho,RI,-63.10165,63.62652,
Wuvenwa,WV,4.25888,97.63949,
Hokgalvus,WA,1.10615,75.23096,
Vanojfum,GU,-19.55107,88.96778,
Junvozre,NE,-40.63397,84.79389,
Lotewte,NE,-32.03846,7.1492,
Weveras,AZ,69.18151,105.96005,
Sijicaj,MS,72.24108,41.24766,
Vaojfek,VI,58.48143,133.86358,
Ohuefier,ID,52.42737,63.49409,
Gialze,MD,-27.33307,102.33788,
Dutekub,GU,-82.46116,128.82249,
Nifsoro,VT,-66.71479,6.61243,
Bihnigo,AE,83.21683,132.40294,
Fatlese,OK,-53.85757,96.45613,
Cibivoivu,UT,30.2542,58.03049,
Egogiah,KY,-32.39749,19.07925,
Sotrebu,AA,74.72111,15.8254,
Raluuc,CA,-9.10096,138.57664,
Izehujsac,IN,-39.32568,38.12937,
Buvnarore,MP,9.02169,166.58912,
Azowage,TN,60.90859,162.70259,
Niiciak,IA,59.98428,118.92496,
Iwidugkeg,VA,-4.19115,122.01042,
Divlutom,AS,-69.9028,17.98378,
Beropaj,MD,-73.06315,54.17566,
Jufwasub,PR,84.21982,4.12436,
Telaat,NM,-61.40892,108.00769,
Abicobut,HI,46.84691,50.42989,
Zalsucu,NV,-79.8437,128.26232,
Gogirili,NM,33.23956,152.62853,
Gudilni,PR,88.56502,30.9819,
Gujajej,ME,-31.87277,104.08277,
Ninicite,MP,-11.58981,155.57084,
Uktugo,PA,40.82815,100.14746,
Savjaot,WI,-53.64342,152.59984,
Ceneho,CT,-82.937,152.34671,
Kapgodlo,AR,-72.5794,65.90001,
Motwicgo,WV,-18.34197,56.20073,
Riiwfad,AK,-47.25783,6.94719,
Bitoksot,KS,61.47971,100.77501,
Ragafdeg,UT,46.3457,68.00114,
Owpivcez,WV,-8.26571,44.13529,
Hivafu,NY,-18.63307,24.00249,
Japahpoz,MT,-79.00117,161.41897,
Tozuvna,WV,-10.9142,124.17311,
Kizinal,DC,-70.54947,7.25615,
Kaacpu,SC,84.69934,179.96151,
Noziwuc,MS,59.30508,51.07284,
Anucogap,AR,-59.90119,153.6331,
Vojfami,DC,67.88628,92.53087,
Jegamat,AS,53.54231,41.91143,
Dozedazu,MP,-30.14904,52.16543,
Razjisi,TX,68.13113,22.39368,
Selefitu,ND,72.30383,41.63101,
Ahehecoc,MT,-38.7759,101.44858,
Warevu,RI,-25.9139,165.76291,
Kivewac,KY,-18.28719,139.14396,
Narmivru,NE,-60.21863,54.65675,
Asenorwu,CT,47.38455,140.55319,
Jihsuja,NC,52.75811,45.10043,
Poviwgik,WI,40.59785,179.00131,
Maucawi,AZ,-77.82411,136.35377,
Cunawehoj,ND,44.21452,125.46278,
Lasholma,AL,17.59588,146.94408,
Fumlege,DC,-28.75036,92.74957,
Jigtuhipu,GA,80.72737,169.2391,
Nolabam,IL,75.32673,138.5531,
Adocuho,AK,-13.83027,160.92556,
Tekevug,DE,12.76909,150.39661,
Netetotig,AZ,19.67839,2.41277,
Zuhupaj,VI,35.21912,136.3135,
Vuejazab,NC,83.5008,117.4997,
Paapidud,UT,-67.90789,69.66139,
Igfapfe,NV,-64.10681,124.36703,
Piphupiv,AP,40.69097,11.1078,
Zikimpu,IA,25.65516,8.00224,
Apugazwiv,MH,28.31462,129.98932,
Ujzifri,VT,-3.15296,61.41307,
Wiolufuw,VT,-75.80239,170.99463,
Miuleju,NJ,-43.62681,136.32532,
Fevmasore,FL,71.51106,111.18571,
Raziwom,AL,72.4458,118.42893,
Lenimig,PA,-45.07164,138.03295,
Monumhi,MP,-81.51813,62.49245,
Zezagonu,MH,-2.55778,36.99228,
Iwfivlig,AZ,-47.89251,164.74586,
Hekaaji,ME,18.40244,69.47377,
Sunugjin,VA,-14.1485,2.86306,
Hoahhuj,AK,15.02602,125.94461,
Guusneg,AR,-35.26261,91.9454,
Lifadoke,AZ,9.09179,163.2474,
Awovejned,WV,-11.81381,111.74755,
Buapzev,AA,-76.16965,7.8858,
Juttetri,ID,4.57146,156.15271,
Datvewe,OH,31.81696,58.47608,
Ukdataj,MH,22.28587,148.8012,
Inwehto,UT,-33.8108,44.10315,
Zapuheha,HI,-61.68013,144.25834,
Lesolev,TX,23.39714,159.02646,
Ewicumnuv,ID,49.53349,131.80684,
Uhsoce,LA,-29.81762,104.93545,
Ibgagu,KS,-53.02718,78.19066,
Zigfahvu,HI,-29.78582,115.04022,
Riwodbob,GA,-8.0055,92.65465,
Hudondu,SD,57.52742,112.05363,
Ukadaide,CO,63.71184,123.17103,
Kuedpej,GA,43.99009,11.99283,
Unaboep,GU,14.51968,59.13292,
Owikoku,ME,-18.65032,120.75871,
Ufadrip,ME,-16.5984,3.65636,
Fevitlaf,AS,69.21683,133.20636,
Vukigol,WV,60.94449,54.48367,
Tarompih,MN,-80.39196,29.98908,
Tisbalu,DE,29.26883,8.98965,
Nogedos,WV,52.60748,61.73093,
Soevugak,AZ,-26.69102,148.10224,
Kalfuloj,AA,-12.61193,114.85051,
Sogamo,SD,-16.00858,173.26808,
Larase,LA,70.34756,179.82112,
Vubwobwu,CT,-33.83426,16.70577,
Heojiwa,MI,-31.14004,36.0458,
Fiahpi,NY,75.45331,29.3427,
Cedefuzih,HI,33.5166,138.67285,
Anusilasi,IL,2.17503,177.68996,
Leaceteg,GA,86.917,177.98404,
Bakewi,NM,11.96255,160.22206,
Adonazpi,IN,80.44479,64.0967,
Nikcico,UT,14.93074,116.26221,
Jinlamut,AE,11.10786,25.24013,
Hokawbig,AS,-5.52678,104.11534,
Wecerod,AA,26.13743,149.75144,
Fifremen,VT,49.23513,150.59787,
Vamhitar,VI,-22.84269,100.79452,
Cujtalo,KY,-21.26363,74.07626,
Ojokifwif,CA,-83.13526,175.64724,
Hunajiti,IA,44.84978,161.35851,
Zatcegro,SD,-20.16948,34.88835,
Dolidu,CO,61.92954,48.68103,
Evdiope,CT,0.81228,136.93757,
Hevewpi,TX,-54.17175,57.38733,
Agcogogo,OH,52.9286,77.57261,
Nefhabaf,TN,-15.2947,30.66567,
Gipewiw,UT,-35.57473,66.87622,
Sigezi,VA,-89.08821,32.2162,
Oresuhfaw,VT,-19.379,23.7568,
Lurati,DE,-85.51841,97.90294,
Somavog,PR,64.22947,173.35921,
Puhajib,OR,-24.87279,29.03217,
Gacroka,UT,-77.7318,165.82041,
Runwofa,NM,59.42356,50.84559,
Akolipbi,WY,17.35071,57.60365,
Zaimcur,FL,-24.32055,121.73967,
Dongovlo,AE,44.27887,177.50747,
Mosouci,ID,55.68636,80.90249,
Bafgidoh,WA,-64.97936,82.65905,
Tefuvfu,IL,49.82409,50.06289,
Nuijaz,AS,12.55586,178.12508,
Godoso,GU,-42.67144,122.30821,
Bouweaci,ND,1.91128,72.09223,
Sodmucrut,NV,-11.42832,154.0994,
Wuswiwu,AK,-32.72897,66.04438,
Kodesow,KY,-65.8021,127.04803,
Tofadegef,UT,-40.30886,50.98769,
Jefojiga,MI,-43.89632,168.36174,
Vibove,WY,76.7849,136.29156,
Ezirabu,ME,47.63195,64.5427,
Ubenubmo,AS,1.32011,84.52396,
Elierimig,NM,20.92443,152.32275,
Hedanlot,IA,-34.17879,177.25177,
Gofhozot,IN,-3.21905,15.8107,
Nemokmuc,KY,1.62161,102.07437,
Korier,IA,-48.44546,155.21254,
Hepudohep,AL,-7.89803,91.45025,
Oslusa,NJ,0.59855,126.98421,
Purtotzi,TX,56.71722,14.6952,
Gasnewa,WY,-20.50786,19.07029,
Dagugok,NJ,-56.2631,10.84791,
Coivjad,GU,-29.36321,101.82425,
Ubediipi,UT,66.03466,78.16256,
Ginerwur,ME,-49.03424,147.67359,
Wiozfav,DC,-38.82449,148.81521,
Hebgehga,DE,-38.77587,170.86169,
Kejitu,AR,52.07602,96.83969,
Cikiwo,AZ,46.08235,172.39197,
Atiomore,CT,70.61981,56.90049,
Siluzwu,ME,87.06466,5.66083,
Buuska,IA,20.73758,126.97945,
Cortavog,NC,53.76973,14.65731,
Caznaga,GA,-85.25627,56.56175,
Nijimi,MO,-12.98952,60.54499,
Laonuka,LA,-16.95259,130.99812,
Zazkedgaf,MI,-23.50897,7.72247,
Tobpeef,MS,-68.58068,129.88162,
Lovemib,NV,-32.19752,119.73967,
Nobevci,WI,-20.02634,146.0306,
Dabezguw,PR,86.18417,134.75814,
Ujoebupa,GA,-34.00971,37.57352,
Webzekla,MD,71.37758,102.85952,
Wuojeebe,PR,-15.62179,90.51533,
Vukuvag,NV,-0.7248,102.22594,
Munited,VA,-78.57603,158.69835,
Wovtutnol,MS,-50.50254,140.94715,
Jokavu,NJ,38.29893,107.41238,
Fuzatoj,WI,-69.35887,46.49822,
Wavirov,VT,-40.69612,138.7894,
Koibiti,DC,-6.40751,156.47651,
Bagzanno,MT,81.8645,126.02513,
Vusejete,CA,-66.57992,27.99515,
Atcati,VT,41.06128,70.37937,
Bigezlu,AR,64.53788,94.33922,
Cougosu,TN,-72.59489,84.59691,
Goprebu,FL,56.81371,108.55467,
Mickifaw,SD,-83.28584,1.66642,
Fubonhi,ME,-87.38946,91.68162,
Javohtal,AP,-54.8498,173.80632,
Ihumeci,MN,29.19651,161.88257,
Melnagara,MD,43.03673,68.63499,
Ozidulsu,GU,-82.92369,34.52113,
Mewaru,MD,75.8045,102.15429,
Uwlihe,ND,-26.36867,11.25144,
Musovdib,HI,-18.87308,26.73346,
Huvosupu,MH,6.83485,15.60848,
Niftiplac,TX,47.35612,0.66655,
Cogusacag,MT,62.97388,156.11566,
Jajmejkod,ME,-25.36446,103.94405,
Ruolosuv,CT,76.93851,47.03415,
Vorbeav,CT,-44.61451,132.65286,
Laruhol,MH,4.53475,153.06821,
Neofize,LA,64.21508,82.88029,
Jovwutbek,NJ,-2.97756,127.72428,
Lozoflik,PA,3.94179,133.90393,
Ivugilab,SD,21.94699,6.13185,
Kibecin,DC,49.70603,157.61663,
Tiizani,SD,-35.49445,60.00802,
Puiditit,GA,31.59552,2.54068,
Cewier,AP,37.59261,60.63267,
Lafuhujo,SD,21.65262,162.38967,
Umoleri,ME,-39.90992,91.09481,
Teeneg,AR,61.14778,37.72247,
Abodobton,LA,50.14301,138.56842,
Vesmojtop,AK,29.81159,83.83932,
Ihefota,IA,78.19078,39.15362,
Bawjahzik,NV,0.67758,79.9203,
Nowefpe,RI,22.68471,121.36888,
Nilama,MH,-22.27492,124.14406,
Niangi,OK,-80.58392,98.97003,
Deoheca,CA,-41.53048,91.2798,
Sakuawa,NC,-33.62813,66.05945,
Bokpiwko,MT,51.16026,59.51339,
Cupmevku,AA,-65.22069,175.88485,
Iwutula,MA,-4.22879,165.01089,
Etiucta,MI,-80.18889,161.65881,
Edmuhadu,UT,-39.97145,154.33962,
Cazeow,FM,6.30656,77.5378,
Cuhepage,VA,-33.84616,154.06812,
Firleri,TX,-59.03371,55.27395,
Vaweko,MS,-65.19815,142.65123,
Zesotib,HI,20.90157,42.39667,
Zubepes,MD,-87.28512,75.22151,
Sohubem,MO,57.89684,146.80177,
Litpaiwe,AR,-72.16599,33.40745,
Nevlofpi,MT,-77.82995,115.91534,
Cujahatof,DE,20.64493,126.80505,
Nuvgovfuc,MH,-34.28791,132.68782,
Akriwsod,WV,0.45512,106.49333,
Ejazogcet,NH,-40.39555,40.24403,
Jiidmuw,AE,-7.88557,56.71908,
Huribimuc,WA,-27.34934,61.13972,
Javuwroc,MS,52.68635,153.67408,
Jiskami,MI,82.18872,106.21059,
Mekiki,OH,-13.50925,69.15518,
Dojcoreh,CO,39.15368,51.8544,
Vihira,IA,-58.03501,123.47705,
Wivloccep,WV,13.6306,171.09446,
Acwibru,TX,52.60037,115.72561,
Ulwicko,RI,-51.57263,12.88575,
Rerlumnav,MH,-20.78235,76.00803,
Upevbi,AS,50.19157,125.52556,
Tamawesap,NY,12.15117,107.28191,
Vuzravjo,IN,43.51436,128.9489,
Dafpose,NH,-45.86283,61.79291,
Epogufocu,NM,10.9625,140.11312,
Coheta,AA,-54.56457,113.63836,
Emevibmag,DE,9.085,4.25822,
Uwebfe,UT,-58.41796,36.70203,
Ihenohab,VA,14.2333,33.17077,
Wionlo,SD,55.7826,159.92264,
Cuheha,MN,-31.37259,160.90394,
Eklocreg,RI,-76.63537,20.56417,
Dupiuji,MD,8.71563,141.87827,
Kipzufa,FM,-64.10085,48.73476,
Maadetoz,WY,-39.44,152.92656,
Otiompe,PA,75.72553,174.39584,
Vefpawo,RI,-2.71559,36.63516,
Devajah,VI,77.90079,108.16606,
Vegazla,NE,-26.1668,134.49893,
Mueteju,VT,-51.17883,59.39623,
Davojo,AK,-26.65641,98.3067,
Lopnowo,IL,19.00084,2.54826,
Hoenuol,SC,-16.71195,28.26664,
Tomivez,IA,82.97138,25.74831,
Minobe,HI,19.06462,54.8987,
Vavitcel,TN,-18.26067,26.23094,
Fiisuma,AZ,-16.49639,56.81266,
Gufetal,AE,81.78714,16.81957,
Avobange,MO,45.24343,72.88938,
Avmoof,MP,-22.58727,39.53592,
Bepnafa,DE,38.80392,152.01181,
Dazdorva,CT,-83.14209,0.63933,
Goltojun,AZ,-69.33833,81.2619,
Karratu,IL,-27.69024,89.2626,
Kesuje,PA,3.59085,151.48982,
Ejealeoji,NJ,-55.00048,49.75479,
Zucfahje,AE,-75.48375,61.87763,
Bilawkug,GU,-2.39752,96.0315,
Cuproka,NJ,-15.08524,86.06057,
Gonipluc,MH,-9.78366,78.06113,
Zisfejav,SC,20.33192,72.11771,
Facvuse,KY,19.48319,87.67839,
Babaide,GU,-1.15449,159.49711,
Ewicekep,AZ,-47.78636,125.33482,
Ratocago,MI,52.3936,162.44807,
Lofjujce,FM,20.19352,85.46882,
Feulacew,CT,78.47765,40.15853,
Kuvvahi,SD,89.94342,43.81273,
Unraze,MS,71.40959,161.42386,
Onuwufe,GU,-62.31659,35.50994,
Viifca,OH,-4.00329,72.94047,
Notimbik,UT,-6.90164,174.50761,
Ipibahnav,MP,-75.27716,82.16335,
Ekaacojal,NV,-57.85473,63.72997,
Ukcohe,CT,-55.53127,45.73325,
Fuwubra,TN,80.88724,45.81907,
Darvinsiv,ND,-19.04082,90.39799,
Gavzege,CO,-10.20247,92.64607,
Lililje,IL,-82.33881,37.59787,
Movambor,ID,82.17268,81.70644,
Jamlokuto,SD,-74.88374,83.01711,
Gapacika,AE,12.82675,132.73662,
Bindodok,WA,-23.8502,21.7933,
Vijvaleh,SC,75.4148,26.46485,
Fiupse,IA,43.59712,30.78534,
Isarira,SD,-11.16006,31.40685,
Oromivza,OR,-2.48533,156.35278,
Acuifrit,MA,46.19438,93.7926,
Noveiza,KY,58.3004,55.12067,
Urcare,MD,-75.72192,50.38288,
Turkafke,NM,88.92854,21.57824,
Okobabif,NC,10.63068,177.54178,
Ditictu,VI,38.67946,53.31938,
Julecfeh,MN,-66.98649,100.02957,
Jetgiwo,TN,52.33825,54.74688,
Lukadak,NY,20.91226,175.18952,
Gucvunik,AK,-88.22885,160.08899,
Gonukah,OR,-46.59943,57.90908,
Kuivoipu,MS,28.88411,59.47306,
Zudihbe,TX,-69.96835,24.54968,
Gamsevvi,OK,86.83806,42.84577,
Erbezde,WY,52.99881,116.05283,
Naewsif,VI,21.50007,88.62608,
Galviwfo,MO,10.68985,121.31441,
Sigijefo,FL,70.02764,110.62444,
Meedlav,NM,23.72973,60.99229,
Luzheco,WA,-1.09426,43.64347,
Lerilzas,IL,-62.82139,81.16131,
Sinuwun,MT,9.9675,32.9451,
Dopeccu,NC,54.42722,50.40594,
Vapugha,MD,85.57235,114.07746,
Huncuske,RI,-15.15756,38.97535,
Suwipfiz,LA,-59.18947,105.14865,
Fejihkih,SD,-7.52879,8.03168,
Fitbagkov,AS,-73.4616,118.77919,
Nikalcuc,CT,-16.00147,39.4107,
Pegfertir,WA,12.2867,48.74715,
Kogzokcu,HI,-11.92808,163.91879,
Gakcazepo,PA,-76.6786,6.29867,
Zikjiboj,MN,43.51728,40.09307,
Bukaswus,MH,-38.15905,116.41328,
Nojsirec,SC,81.85027,24.17607,
Jitfetdil,MD,-75.25293,94.63523,
Daomigi,NM,-60.13473,65.69571,
Ogafilo,ME,81.31413,42.86511,
Rangukwuf,GA,-61.27682,165.86053,
Wezdarok,IA,89.35579,108.56057,
Webbipeb,DC,22.13493,103.38871,
Anouwteh,MP,15.68906,8.76832,
Netimoca,VA,-14.57281,76.6444,
Daoknuj,LA,-63.6061,72.68896,
Culognul,FM,7.93362,83.95428,
Rensajrum,IN,-54.72616,109.31289,
Duffesce,WA,28.32566,125.83936,
Heudju,NV,46.98625,129.58653,
Weticlew,VI,28.27435,163.424,
Jummakko,NM,45.77796,161.29591,
Riegatu,OH,89.36375,18.38817,
Seizmeb,MH,28.80473,7.80401,
Uwusuhgi,FM,-2.00723,173.29237,
Vawmike,CO,-44.3513,56.84832,
Honhemge,NC,72.85508,111.6693,
Owjemen,UT,-52.20783,118.00972,
Enuowuwit,NY,60.60855,129.00576,
Etmufseg,OH,51.06428,55.9224,
Nandubkar,NV,-39.72546,44.63494,
Etpakto,MP,81.57095,124.64887,
Ledefhuk,SD,89.56779,34.48464,
Vimzeefu,SC,-40.52862,42.6548,
Ibpurzek,FL,86.71102,163.42714,
Kikwekmu,PA,-73.96494,39.0007,
Pojtefem,TN,-62.57704,67.72229,
Uvezizbe,OK,-74.35006,22.44973,
Pumwujew,VA,-66.56979,157.67241,
Osiunaha,NV,56.17069,176.26877,
Adjakpob,NJ,-45.97047,42.1387,
Fodnahlov,CT,67.64732,76.86972,
Suucopud,FL,-67.67024,19.53613,
Sikapfe,MS,-66.02364,85.94922,
Nokvadlo,VI,-24.77593,97.99321,
Bulirkol,GU,-9.27447,126.51242,
Sicaju,WI,-79.56643,10.3557,
Mohraesa,NM,63.8424,17.1232,
Cazlawlo,MA,-21.04742,48.92036,
Duceprip,IA,-28.27478,78.60398,
Zabothun,UT,80.49173,81.15333,
Jusdamap,WV,53.06662,92.14866,
Cuhavrim,AK,19.17467,57.43622,
Merditlet,NY,-5.44714,16.28093,
Lijodo,TX,-41.61469,2.58629,
Isjebdof,LA,-70.57228,15.19034,
Mudotmu,NM,-89.47575,139.24743,
Vapwejji,ND,-30.39647,126.64156,
Kusfecuk,ME,48.98046,32.47521,
Zoerudi,VA,-22.45911,36.74519,
Alufewcoc,FM,10.57153,73.46858,
Jaodup,NJ,78.34732,52.942,
Uvucipa,PA,89.42868,91.277,
Dakgimu,WY,-60.62136,163.14753,
Matmiubi,ND,88.39643,133.92581,
Huakevav,WI,36.43993,132.08683,
Podihaz,MN,-68.31499,56.30543,
Femofga,MH,16.26949,35.86714,
Retsose,TX,-8.88444,77.2571,
Unerafo,AP,-67.41025,15.24158,
Rucunfo,IA,-71.05091,10.2177,
Unhilu,WV,74.29317,94.25783,
Vujgowew,OK,-82.89718,156.93394,
Wusiba,IL,38.73813,63.23383,
Cedsawid,MH,-86.74217,125.73749,
Rahpuras,AA,-9.45936,49.23581,
Kuzzezu,NJ,56.47737,24.97134,
Gomecsib,ND,5.63994,124.19644,
Reagiiko,PA,46.10667,167.90127,
Forpibe,AE,-0.77711,150.51983,
Buhmibhuf,MO,-64.36692,168.58155,
Lumwija,VT,32.10091,134.35162,
